index,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Year_range
5042,Burkina Faso,Soybeans,2000,8519,748,75.44,28.6,old
5043,Burkina Faso,Sweet potatoes,2000,133168,748,75.44,28.6,old
5044,Burkina Faso,Yams,2000,82928,748,75.44,28.6,old
5045,Burkina Faso,Cassava,2001,21388,748,57.46,28.77,medium
5046,Burkina Faso,Maize,2001,18115,748,57.46,28.77,medium
5047,Burkina Faso,Potatoes,2001,15852,748,57.46,28.77,medium
5048,Burkina Faso,"Rice, paddy",2001,18795,748,57.46,28.77,medium
5049,Burkina Faso,Sorghum,2001,9278,748,57.46,28.77,medium
5050,Burkina Faso,Soybeans,2001,13053,748,57.46,28.77,medium
5051,Burkina Faso,Sweet potatoes,2001,78415,748,57.46,28.77,medium
5052,Burkina Faso,Yams,2001,69481,748,57.46,28.77,medium
5053,Burkina Faso,Cassava,2002,21551,748,39.47,28.97,medium
5054,Burkina Faso,Maize,2002,17381,748,39.47,28.97,medium
5055,Burkina Faso,Potatoes,2002,20527,748,39.47,28.97,medium
5056,Burkina Faso,"Rice, paddy",2002,19010,748,39.47,28.97,medium
5057,Burkina Faso,Sorghum,2002,9252,748,39.47,28.97,medium
5058,Burkina Faso,Soybeans,2002,11119,748,39.47,28.97,medium
5059,Burkina Faso,Sweet potatoes,2002,61708,748,39.47,28.97,medium
5060,Burkina Faso,Yams,2002,83373,748,39.47,28.97,medium
5061,Burkina Faso,Cassava,2004,22411,748,1.28,28.9,medium
5062,Burkina Faso,Maize,2004,12666,748,1.28,28.9,medium
5063,Burkina Faso,Potatoes,2004,18849,748,1.28,28.9,medium
5064,Burkina Faso,"Rice, paddy",2004,15047,748,1.28,28.9,medium
5065,Burkina Faso,Sorghum,2004,9731,748,1.28,28.9,medium
5066,Burkina Faso,Soybeans,2004,11545,748,1.28,28.9,medium
5067,Burkina Faso,Sweet potatoes,2004,69167,748,1.28,28.9,medium
5068,Burkina Faso,Yams,2004,74208,748,1.28,28.9,medium
5069,Burkina Faso,Cassava,2005,21952,748,92.21,29.18,medium
5070,Burkina Faso,Maize,2005,18058,748,92.21,29.18,medium
5071,Burkina Faso,Potatoes,2005,20000,748,92.21,29.18,medium
5072,Burkina Faso,"Rice, paddy",2005,17791,748,92.21,29.18,medium
5073,Burkina Faso,Sorghum,2005,10919,748,92.21,29.18,medium
5074,Burkina Faso,Soybeans,2005,17025,748,92.21,29.18,medium
5075,Burkina Faso,Sweet potatoes,2005,83331,748,92.21,29.18,medium
5076,Burkina Faso,Yams,2005,75306,748,92.21,29.18,medium
5077,Burkina Faso,Cassava,2006,21316,748,109.24,28.92,medium
5078,Burkina Faso,Maize,2006,19444,748,109.24,28.92,medium
5079,Burkina Faso,Potatoes,2006,20000,748,109.24,28.92,medium
5080,Burkina Faso,"Rice, paddy",2006,25724,748,109.24,28.92,medium
5081,Burkina Faso,Sorghum,2006,11393,748,109.24,28.92,medium
5082,Burkina Faso,Soybeans,2006,11421,748,109.24,28.92,medium
5083,Burkina Faso,Sweet potatoes,2006,125728,748,109.24,28.92,medium
5084,Burkina Faso,Yams,2006,85482,748,109.24,28.92,medium
5085,Burkina Faso,Cassava,2007,23030,748,292.05,28.96,medium
5086,Burkina Faso,Maize,2007,11736,748,292.05,28.96,medium
5087,Burkina Faso,Potatoes,2007,20000,748,292.05,28.96,medium
5088,Burkina Faso,"Rice, paddy",2007,17002,748,292.05,28.96,medium
5089,Burkina Faso,Sorghum,2007,9374,748,292.05,28.96,medium
5090,Burkina Faso,Soybeans,2007,11250,748,292.05,28.96,medium
5091,Burkina Faso,Sweet potatoes,2007,90640,748,292.05,28.96,medium
5092,Burkina Faso,Yams,2007,65200,748,292.05,28.96,medium
5093,Burkina Faso,Cassava,2008,19060,748,190.92,28.4,medium
5094,Burkina Faso,Maize,2008,16662,748,190.92,28.4,medium
5095,Burkina Faso,Potatoes,2008,17954,748,190.92,28.4,medium
5096,Burkina Faso,"Rice, paddy",2008,24355,748,190.92,28.4,medium
5097,Burkina Faso,Sorghum,2008,9859,748,190.92,28.4,medium
5098,Burkina Faso,Soybeans,2008,27290,748,190.92,28.4,medium
5099,Burkina Faso,Sweet potatoes,2008,110907,748,190.92,28.4,medium
5100,Burkina Faso,Yams,2008,71895,748,190.92,28.4,medium
5101,Burkina Faso,Cassava,2009,17452,748,132.3,29.05,medium
5102,Burkina Faso,Maize,2009,15286,748,132.3,29.05,medium
5103,Burkina Faso,Potatoes,2009,18111,748,132.3,29.05,medium
5104,Burkina Faso,"Rice, paddy",2009,23154,748,132.3,29.05,medium
5105,Burkina Faso,Sorghum,2009,9204,748,132.3,29.05,medium
5106,Burkina Faso,Soybeans,2009,14542,748,132.3,29.05,medium
5107,Burkina Faso,Sweet potatoes,2009,126965,748,132.3,29.05,medium
5108,Burkina Faso,Yams,2009,94186,748,132.3,29.05,medium
5109,Burkina Faso,Cassava,2010,15659,748,442.89,29.17,medium
5110,Burkina Faso,Maize,2010,14342,748,442.89,29.17,medium
5111,Burkina Faso,Potatoes,2010,18998,748,442.89,29.17,medium
5112,Burkina Faso,"Rice, paddy",2010,20238,748,442.89,29.17,medium
5113,Burkina Faso,Sorghum,2010,10036,748,442.89,29.17,medium
5114,Burkina Faso,Soybeans,2010,12562,748,442.89,29.17,medium
5115,Burkina Faso,Sweet potatoes,2010,102743,748,442.89,29.17,medium
5116,Burkina Faso,Yams,2010,66518,748,442.89,29.17,medium
5117,Burkina Faso,Cassava,2011,13548,748,843,29.03,new
5118,Burkina Faso,Maize,2011,15356,748,843,29.03,new
5119,Burkina Faso,Potatoes,2011,19159,748,843,29.03,new
5120,Burkina Faso,"Rice, paddy",2011,17676,748,843,29.03,new
5121,Burkina Faso,Sorghum,2011,8952,748,843,29.03,new
5122,Burkina Faso,Soybeans,2011,8873,748,843,29.03,new
5123,Burkina Faso,Sweet potatoes,2011,190326,748,843,29.03,new
5124,Burkina Faso,Yams,2011,74827,748,843,29.03,new
5125,Burkina Faso,Cassava,2012,13636,748,843,28.67,new
5126,Burkina Faso,Maize,2012,18386,748,843,28.67,new
5127,Burkina Faso,Potatoes,2012,19320,748,843,28.67,new
5128,Burkina Faso,"Rice, paddy",2012,23336,748,843,28.67,new
5129,Burkina Faso,Sorghum,2012,10755,748,843,28.67,new
5130,Burkina Faso,Soybeans,2012,10949,748,843,28.67,new
5131,Burkina Faso,Sweet potatoes,2012,83073,748,843,28.67,new
5132,Burkina Faso,Yams,2012,90785,748,843,28.67,new
5133,Burkina Faso,Cassava,2013,13594,748,843,29.41,new
5134,Burkina Faso,Maize,2013,17353,748,843,29.41,new
5135,Burkina Faso,Potatoes,2013,19481,748,843,29.41,new
5136,Burkina Faso,"Rice, paddy",2013,21993,748,843,29.41,new
5137,Burkina Faso,Sorghum,2013,10409,748,843,29.41,new
5138,Burkina Faso,Soybeans,2013,13512,748,843,29.41,new
5139,Burkina Faso,Sweet potatoes,2013,146793,748,843,29.41,new
5140,Burkina Faso,Yams,2013,58594,748,843,29.41,new
5141,Burundi,Cassava,1990,88969,1274,92.08,21.15,old
5142,Burundi,Maize,1990,13540,1274,92.08,21.15,old
5143,Burundi,Potatoes,1990,34836,1274,92.08,21.15,old
5144,Burundi,"Rice, paddy",1990,33333,1274,92.08,21.15,old
5145,Burundi,Sorghum,1990,10983,1274,92.08,21.15,old
5146,Burundi,Soybeans,1990,10000,1274,92.08,21.15,old
5147,Burundi,Sweet potatoes,1990,64427,1274,92.08,21.15,old
5148,Burundi,Wheat,1990,7478,1274,92.08,21.15,old
5149,Burundi,Yams,1990,57576,1274,92.08,21.15,old
5150,Burundi,Cassava,1991,89785,1274,92.08,20.97,old
5151,Burundi,Maize,1991,13887,1274,92.08,20.97,old
5152,Burundi,Potatoes,1991,32454,1274,92.08,20.97,old
5153,Burundi,"Rice, paddy",1991,30923,1274,92.08,20.97,old
5154,Burundi,Sorghum,1991,11241,1274,92.08,20.97,old
5155,Burundi,Soybeans,1991,10000,1274,92.08,20.97,old
5156,Burundi,Sweet potatoes,1991,64810,1274,92.08,20.97,old
5157,Burundi,Wheat,1991,7333,1274,92.08,20.97,old
5158,Burundi,Yams,1991,55714,1274,92.08,20.97,old
5159,Burundi,Cassava,1992,92046,1274,92.08,21.31,old
5160,Burundi,Maize,1992,14218,1274,92.08,21.31,old
5161,Burundi,Potatoes,1992,33357,1274,92.08,21.31,old
5162,Burundi,"Rice, paddy",1992,31077,1274,92.08,21.31,old
5163,Burundi,Sorghum,1992,11517,1274,92.08,21.31,old
5164,Burundi,Soybeans,1992,8943,1274,92.08,21.31,old
5165,Burundi,Sweet potatoes,1992,63418,1274,92.08,21.31,old
5166,Burundi,Wheat,1992,7120,1274,92.08,21.31,old
5167,Burundi,Yams,1992,55479,1274,92.08,21.31,old
5168,Burundi,Cassava,1993,90264,1274,96.99,21.17,old
5169,Burundi,Maize,1993,14342,1274,96.99,21.17,old
5170,Burundi,Potatoes,1993,28125,1274,96.99,21.17,old
5171,Burundi,"Rice, paddy",1993,31398,1274,96.99,21.17,old
5172,Burundi,Sorghum,1993,11259,1274,96.99,21.17,old
5173,Burundi,Soybeans,1993,8694,1274,96.99,21.17,old
5174,Burundi,Sweet potatoes,1993,64762,1274,96.99,21.17,old
5175,Burundi,Wheat,1993,7748,1274,96.99,21.17,old
5176,Burundi,Yams,1993,55547,1274,96.99,21.17,old
5177,Burundi,Cassava,1994,87884,1274,84.45,21.25,old
5178,Burundi,Maize,1994,12276,1274,84.45,21.25,old
5179,Burundi,Potatoes,1994,29453,1274,84.45,21.25,old
5180,Burundi,"Rice, paddy",1994,31099,1274,84.45,21.25,old
5181,Burundi,Sorghum,1994,9938,1274,84.45,21.25,old
5182,Burundi,Soybeans,1994,8000,1274,84.45,21.25,old
5183,Burundi,Sweet potatoes,1994,60149,1274,84.45,21.25,old
5184,Burundi,Wheat,1994,8824,1274,84.45,21.25,old
5185,Burundi,Yams,1994,55734,1274,84.45,21.25,old
5186,Burundi,Cassava,1995,86870,1274,144.2,21.55,old
5187,Burundi,Maize,1995,12752,1274,144.2,21.55,old
5188,Burundi,Potatoes,1995,29691,1274,144.2,21.55,old
5189,Burundi,"Rice, paddy",1995,26819,1274,144.2,21.55,old
5190,Burundi,Sorghum,1995,13168,1274,144.2,21.55,old
5191,Burundi,Soybeans,1995,8368,1274,144.2,21.55,old
5192,Burundi,Sweet potatoes,1995,61230,1274,144.2,21.55,old
5193,Burundi,Wheat,1995,7440,1274,144.2,21.55,old
5194,Burundi,Yams,1995,55955,1274,144.2,21.55,old
5195,Burundi,Cassava,1996,85779,1274,207.1,21.18,old
5196,Burundi,Maize,1996,13133,1274,207.1,21.18,old
5197,Burundi,Potatoes,1996,28825,1274,207.1,21.18,old
5198,Burundi,"Rice, paddy",1996,27873,1274,207.1,21.18,old
5199,Burundi,Sorghum,1996,13206,1274,207.1,21.18,old
5200,Burundi,Soybeans,1996,8305,1274,207.1,21.18,old
5201,Burundi,Sweet potatoes,1996,62061,1274,207.1,21.18,old
5202,Burundi,Wheat,1996,7728,1274,207.1,21.18,old
5203,Burundi,Yams,1996,56264,1274,207.1,21.18,old
5204,Burundi,Cassava,1997,86182,1274,117.56,21.51,old
5205,Burundi,Maize,1997,12608,1274,117.56,21.51,old
5206,Burundi,Potatoes,1997,32397,1274,117.56,21.51,old
5207,Burundi,"Rice, paddy",1997,32551,1274,117.56,21.51,old
5208,Burundi,Sorghum,1997,12401,1274,117.56,21.51,old
5209,Burundi,Soybeans,1997,8282,1274,117.56,21.51,old
5210,Burundi,Sweet potatoes,1997,61879,1274,117.56,21.51,old
5211,Burundi,Wheat,1997,7742,1274,117.56,21.51,old
5212,Burundi,Yams,1997,56226,1274,117.56,21.51,old
5213,Burundi,Cassava,1998,88820,1274,107.29,21.56,old
5214,Burundi,Maize,1998,11463,1274,107.29,21.56,old
5215,Burundi,Potatoes,1998,25950,1274,107.29,21.56,old
5216,Burundi,"Rice, paddy",1998,29927,1274,107.29,21.56,old
5217,Burundi,Sorghum,1998,12487,1274,107.29,21.56,old
5218,Burundi,Soybeans,1998,8000,1274,107.29,21.56,old
5219,Burundi,Sweet potatoes,1998,59048,1274,107.29,21.56,old
5220,Burundi,Wheat,1998,8148,1274,107.29,21.56,old
5221,Burundi,Yams,1998,56668,1274,107.29,21.56,old
5222,Burundi,Cassava,1999,88212,1274,150.24,21.01,old
5223,Burundi,Maize,1999,11192,1274,150.24,21.01,old
5224,Burundi,Potatoes,1999,24393,1274,150.24,21.01,old
5225,Burundi,"Rice, paddy",1999,32572,1274,150.24,21.01,old
5226,Burundi,Sorghum,1999,11998,1274,150.24,21.01,old
5227,Burundi,Soybeans,1999,7778,1274,150.24,21.01,old
5228,Burundi,Sweet potatoes,1999,65551,1274,150.24,21.01,old
5229,Burundi,Wheat,1999,7085,1274,150.24,21.01,old
5230,Burundi,Yams,1999,58009,1274,150.24,21.01,old
5231,Burundi,Cassava,2000,89953,1274,109.87,21.32,old
5232,Burundi,Maize,2000,10521,1274,109.87,21.32,old
5233,Burundi,Potatoes,2000,25242,1274,109.87,21.32,old
5234,Burundi,"Rice, paddy",2000,30399,1274,109.87,21.32,old
5235,Burundi,Sorghum,2000,12132,1274,109.87,21.32,old
5236,Burundi,Soybeans,2000,7273,1274,109.87,21.32,old
5237,Burundi,Sweet potatoes,2000,62489,1274,109.87,21.32,old
5238,Burundi,Wheat,2000,6774,1274,109.87,21.32,old
5239,Burundi,Yams,2000,60175,1274,109.87,21.32,old
5240,Burundi,Cassava,2001,89591,1274,72.56,21.24,medium
5241,Burundi,Maize,2001,10817,1274,72.56,21.24,medium
5242,Burundi,Potatoes,2001,25757,1274,72.56,21.24,medium
5243,Burundi,"Rice, paddy",2001,32063,1274,72.56,21.24,medium
5244,Burundi,Sorghum,2001,12559,1274,72.56,21.24,medium
5245,Burundi,Soybeans,2001,7500,1274,72.56,21.24,medium
5246,Burundi,Sweet potatoes,2001,65072,1274,72.56,21.24,medium
5247,Burundi,Wheat,2001,8667,1274,72.56,21.24,medium
5248,Burundi,Yams,2001,58376,1274,72.56,21.24,medium
5249,Burundi,Cassava,2002,91456,1274,98.1,21.45,medium
5250,Burundi,Maize,2002,10931,1274,98.1,21.45,medium
5251,Burundi,Potatoes,2002,26760,1274,98.1,21.45,medium
5252,Burundi,"Rice, paddy",2002,32629,1274,98.1,21.45,medium
5253,Burundi,Sorghum,2002,12850,1274,98.1,21.45,medium
5254,Burundi,Soybeans,2002,7500,1274,98.1,21.45,medium
5255,Burundi,Sweet potatoes,2002,67215,1274,98.1,21.45,medium
5256,Burundi,Wheat,2002,8290,1274,98.1,21.45,medium
5257,Burundi,Yams,2002,58376,1274,98.1,21.45,medium
5258,Burundi,Cassava,2004,79083,1274,508.26,21.71,medium
5259,Burundi,Maize,2004,10807,1274,508.26,21.71,medium
5260,Burundi,Potatoes,2004,28732,1274,508.26,21.71,medium
5261,Burundi,"Rice, paddy",2004,32924,1274,508.26,21.71,medium
5262,Burundi,Sorghum,2004,13486,1274,508.26,21.71,medium
5263,Burundi,Soybeans,2004,7500,1274,508.26,21.71,medium
5264,Burundi,Sweet potatoes,2004,66752,1274,508.26,21.71,medium
5265,Burundi,Wheat,2004,8326,1274,508.26,21.71,medium
5266,Burundi,Yams,2004,55067,1274,508.26,21.71,medium
5267,Burundi,Cassava,2005,75230,1274,304.83,22.29,medium
5268,Burundi,Maize,2005,10833,1274,304.83,22.29,medium
5269,Burundi,Potatoes,2005,25483,1274,304.83,22.29,medium
5270,Burundi,"Rice, paddy",2005,34144,1274,304.83,22.29,medium
5271,Burundi,Sorghum,2005,14042,1274,304.83,22.29,medium
5272,Burundi,Soybeans,2005,7778,1274,304.83,22.29,medium
5273,Burundi,Sweet potatoes,2005,65368,1274,304.83,22.29,medium
5274,Burundi,Wheat,2005,7387,1274,304.83,22.29,medium
5275,Burundi,Yams,2005,52836,1274,304.83,22.29,medium
5276,Burundi,Cassava,2006,87864,1274,190.51,21.83,medium
5277,Burundi,Maize,2006,10159,1274,190.51,21.83,medium
5278,Burundi,Potatoes,2006,26176,1274,190.51,21.83,medium
5279,Burundi,"Rice, paddy",2006,33322,1274,190.51,21.83,medium
5280,Burundi,Sorghum,2006,12654,1274,190.51,21.83,medium
5281,Burundi,Soybeans,2006,7895,1274,190.51,21.83,medium
5282,Burundi,Sweet potatoes,2006,66985,1274,190.51,21.83,medium
5283,Burundi,Wheat,2006,8007,1274,190.51,21.83,medium
5284,Burundi,Yams,2006,56615,1274,190.51,21.83,medium
5285,Burundi,Cassava,2007,87275,1274,412.66,21.28,medium
5286,Burundi,Maize,2007,10244,1274,412.66,21.28,medium
5287,Burundi,Potatoes,2007,34521,1274,412.66,21.28,medium
5288,Burundi,"Rice, paddy",2007,33767,1274,412.66,21.28,medium
5289,Burundi,Sorghum,2007,12964,1274,412.66,21.28,medium
5290,Burundi,Soybeans,2007,7750,1274,412.66,21.28,medium
5291,Burundi,Sweet potatoes,2007,66692,1274,412.66,21.28,medium
5292,Burundi,Wheat,2007,8407,1274,412.66,21.28,medium
5293,Burundi,Yams,2007,57103,1274,412.66,21.28,medium
5294,Burundi,Cassava,2008,64718,1274,456.44,21.29,medium
5295,Burundi,Maize,2008,10041,1274,456.44,21.29,medium
5296,Burundi,Potatoes,2008,26273,1274,456.44,21.29,medium
5297,Burundi,"Rice, paddy",2008,32203,1274,456.44,21.29,medium
5298,Burundi,Sorghum,2008,12874,1274,456.44,21.29,medium
5299,Burundi,Soybeans,2008,7683,1274,456.44,21.29,medium
5300,Burundi,Sweet potatoes,2008,65947,1274,456.44,21.29,medium
5301,Burundi,Wheat,2008,8431,1274,456.44,21.29,medium
5302,Burundi,Yams,2008,57869,1274,456.44,21.29,medium
5303,Burundi,Cassava,2009,41867,1274,177.75,21.42,medium
5304,Burundi,Maize,2009,10032,1274,177.75,21.42,medium
5305,Burundi,Potatoes,2009,27711,1274,177.75,21.42,medium
5306,Burundi,"Rice, paddy",2009,32680,1274,177.75,21.42,medium
5307,Burundi,Sorghum,2009,12885,1274,177.75,21.42,medium
5308,Burundi,Soybeans,2009,7619,1274,177.75,21.42,medium
5309,Burundi,Sweet potatoes,2009,67125,1274,177.75,21.42,medium
5310,Burundi,Wheat,2009,8583,1274,177.75,21.42,medium
5311,Burundi,Yams,2009,55000,1274,177.75,21.42,medium
5312,Burundi,Cassava,2010,40629,1274,264.53,21.75,medium
5313,Burundi,Maize,2010,10511,1274,264.53,21.75,medium
5314,Burundi,Potatoes,2010,42521,1274,264.53,21.75,medium
5315,Burundi,"Rice, paddy",2010,28268,1274,264.53,21.75,medium
5316,Burundi,Sorghum,2010,10701,1274,264.53,21.75,medium
5317,Burundi,Soybeans,2010,7752,1274,264.53,21.75,medium
5318,Burundi,Sweet potatoes,2010,77508,1274,264.53,21.75,medium
5319,Burundi,Wheat,2010,7393,1274,264.53,21.75,medium
5320,Burundi,Yams,2010,64079,1274,264.53,21.75,medium
5321,Burundi,Cassava,2011,39948,1274,75.64,21.23,new
5322,Burundi,Maize,2011,11023,1274,75.64,21.23,new
5323,Burundi,Potatoes,2011,45493,1274,75.64,21.23,new
5324,Burundi,"Rice, paddy",2011,26876,1274,75.64,21.23,new
5325,Burundi,Sorghum,2011,8205,1274,75.64,21.23,new
5326,Burundi,Soybeans,2011,7764,1274,75.64,21.23,new
5327,Burundi,Sweet potatoes,2011,78801,1274,75.64,21.23,new
5328,Burundi,Wheat,2011,7129,1274,75.64,21.23,new
5329,Burundi,Yams,2011,68989,1274,75.64,21.23,new
5330,Burundi,Cassava,2012,42092,1274,98.59,21.44,new
5331,Burundi,Maize,2012,11763,1274,98.59,21.44,new
5332,Burundi,Potatoes,2012,31165,1274,98.59,21.44,new
5333,Burundi,"Rice, paddy",2012,21041,1274,98.59,21.44,new
5334,Burundi,Sorghum,2012,5890,1274,98.59,21.44,new
5335,Burundi,Soybeans,2012,7283,1274,98.59,21.44,new
5336,Burundi,Sweet potatoes,2012,65035,1274,98.59,21.44,new
5337,Burundi,Wheat,2012,4448,1274,98.59,21.44,new
5338,Burundi,Yams,2012,90258,1274,98.59,21.44,new
5339,Burundi,Cassava,2013,68749,1274,956.06,21.53,new
5340,Burundi,Maize,2013,13218,1274,956.06,21.53,new
5341,Burundi,Potatoes,2013,62252,1274,956.06,21.53,new
5342,Burundi,"Rice, paddy",2013,19130,1274,956.06,21.53,new
5343,Burundi,Sorghum,2013,6513,1274,956.06,21.53,new
5344,Burundi,Soybeans,2013,9554,1274,956.06,21.53,new
5345,Burundi,Sweet potatoes,2013,104528,1274,956.06,21.53,new
5346,Burundi,Wheat,2013,7276,1274,956.06,21.53,new
5347,Burundi,Yams,2013,79279,1274,956.06,21.53,new
5348,Cameroon,Cassava,1990,164386,1604,450.01,25.08,old
5349,Cameroon,Maize,1990,18543,1604,450.01,25.08,old
5350,Cameroon,Plantains and others,1990,51150,1604,450.01,25.08,old
5351,Cameroon,Potatoes,1990,16142,1604,450.01,25.08,old
5352,Cameroon,"Rice, paddy",1990,49999,1604,450.01,25.08,old
5353,Cameroon,Sorghum,1990,8489,1604,450.01,25.08,old
5354,Cameroon,Soybeans,1990,6000,1604,450.01,25.08,old
5355,Cameroon,Sweet potatoes,1990,78150,1604,450.01,25.08,old
5356,Cameroon,Wheat,1990,15000,1604,450.01,25.08,old
5357,Cameroon,Yams,1990,39310,1604,450.01,25.08,old
5358,Cameroon,Cassava,1991,162200,1604,99.09,24.99,old
5359,Cameroon,Maize,1991,19800,1604,99.09,24.99,old
5360,Cameroon,Plantains and others,1991,53222,1604,99.09,24.99,old
5361,Cameroon,Potatoes,1991,16875,1604,99.09,24.99,old
5362,Cameroon,"Rice, paddy",1991,36400,1604,99.09,24.99,old
5363,Cameroon,Sorghum,1991,7692,1604,99.09,24.99,old
5364,Cameroon,Soybeans,1991,6034,1604,99.09,24.99,old
5365,Cameroon,Sweet potatoes,1991,63103,1604,99.09,24.99,old
5366,Cameroon,Wheat,1991,12863,1604,99.09,24.99,old
5367,Cameroon,Yams,1991,50000,1604,99.09,24.99,old
5368,Cameroon,Cassava,1992,136333,1604,1137.56,24.6,old
5369,Cameroon,Maize,1992,13974,1604,1137.56,24.6,old
5370,Cameroon,Plantains and others,1992,54632,1604,1137.56,24.6,old
5371,Cameroon,Potatoes,1992,20500,1604,1137.56,24.6,old
5372,Cameroon,"Rice, paddy",1992,35000,1604,1137.56,24.6,old
5373,Cameroon,Sorghum,1992,7600,1604,1137.56,24.6,old
5374,Cameroon,Soybeans,1992,6061,1604,1137.56,24.6,old
5375,Cameroon,Sweet potatoes,1992,62643,1604,1137.56,24.6,old
5376,Cameroon,Wheat,1992,12884,1604,1137.56,24.6,old
5377,Cameroon,Yams,1992,55238,1604,1137.56,24.6,old
5378,Cameroon,Cassava,1993,131840,1604,774.49,24.9,old
5379,Cameroon,Maize,1993,11267,1604,774.49,24.9,old
5380,Cameroon,Plantains and others,1993,56000,1604,774.49,24.9,old
5381,Cameroon,Potatoes,1993,21111,1604,774.49,24.9,old
5382,Cameroon,"Rice, paddy",1993,29000,1604,774.49,24.9,old
5383,Cameroon,Sorghum,1993,7647,1604,774.49,24.9,old
5384,Cameroon,Soybeans,1993,6000,1604,774.49,24.9,old
5385,Cameroon,Sweet potatoes,1993,62183,1604,774.49,24.9,old
5386,Cameroon,Wheat,1993,12904,1604,774.49,24.9,old
5387,Cameroon,Yams,1993,60000,1604,774.49,24.9,old
5388,Cameroon,Cassava,1994,127037,1604,411.42,24.93,old
5389,Cameroon,Maize,1994,11644,1604,411.42,24.93,old
5390,Cameroon,Plantains and others,1994,55053,1604,411.42,24.93,old
5391,Cameroon,Potatoes,1994,19811,1604,411.42,24.93,old
5392,Cameroon,"Rice, paddy",1994,31423,1604,411.42,24.93,old
5393,Cameroon,Sorghum,1994,7292,1604,411.42,24.93,old
5394,Cameroon,Soybeans,1994,6026,1604,411.42,24.93,old
5395,Cameroon,Sweet potatoes,1994,61724,1604,411.42,24.93,old
5396,Cameroon,Wheat,1994,12937,1604,411.42,24.93,old
5397,Cameroon,Yams,1994,70588,1604,411.42,24.93,old
5398,Cameroon,Cassava,1995,118667,1604,48.35,25.21,old
5399,Cameroon,Maize,1995,15450,1604,48.35,25.21,old
5400,Cameroon,Plantains and others,1995,54365,1604,48.35,25.21,old
5401,Cameroon,Potatoes,1995,20588,1604,48.35,25.21,old
5402,Cameroon,"Rice, paddy",1995,31307,1604,48.35,25.21,old
5403,Cameroon,Sorghum,1995,8679,1604,48.35,25.21,old
5404,Cameroon,Soybeans,1995,6203,1604,48.35,25.21,old
5405,Cameroon,Sweet potatoes,1995,61264,1604,48.35,25.21,old
5406,Cameroon,Wheat,1995,13098,1604,48.35,25.21,old
5407,Cameroon,Yams,1995,71625,1604,48.35,25.21,old
5408,Cameroon,Cassava,1996,115500,1604,180.08,25,old
5409,Cameroon,Maize,1996,18750,1604,180.08,25,old
5410,Cameroon,Plantains and others,1996,55603,1604,180.08,25,old
5411,Cameroon,Potatoes,1996,29064,1604,180.08,25,old
5412,Cameroon,"Rice, paddy",1996,31391,1604,180.08,25,old
5413,Cameroon,Sorghum,1996,8910,1604,180.08,25,old
5414,Cameroon,Soybeans,1996,6220,1604,180.08,25,old
5415,Cameroon,Sweet potatoes,1996,60681,1604,180.08,25,old
5416,Cameroon,Wheat,1996,13333,1604,180.08,25,old
5417,Cameroon,Yams,1996,75000,1604,180.08,25,old
5418,Cameroon,Cassava,1997,106556,1604,630.12,24.98,old
5419,Cameroon,Maize,1997,20267,1604,630.12,24.98,old
5420,Cameroon,Plantains and others,1997,56426,1604,630.12,24.98,old
5421,Cameroon,Potatoes,1997,40329,1604,630.12,24.98,old
5422,Cameroon,"Rice, paddy",1997,33636,1604,630.12,24.98,old
5423,Cameroon,Sorghum,1997,8889,1604,630.12,24.98,old
5424,Cameroon,Soybeans,1997,6235,1604,630.12,24.98,old
5425,Cameroon,Sweet potatoes,1997,65306,1604,630.12,24.98,old
5426,Cameroon,Wheat,1997,13264,1604,630.12,24.98,old
5427,Cameroon,Yams,1997,78947,1604,630.12,24.98,old
5428,Cameroon,Cassava,1998,90041,1604,258.02,25.66,old
5429,Cameroon,Maize,1998,18911,1604,258.02,25.66,old
5430,Cameroon,Plantains and others,1998,67958,1604,258.02,25.66,old
5431,Cameroon,Potatoes,1998,53198,1604,258.02,25.66,old
5432,Cameroon,"Rice, paddy",1998,35467,1604,258.02,25.66,old
5433,Cameroon,Sorghum,1998,9955,1604,258.02,25.66,old
5434,Cameroon,Soybeans,1998,6250,1604,258.02,25.66,old
5435,Cameroon,Sweet potatoes,1998,74780,1604,258.02,25.66,old
5436,Cameroon,Wheat,1998,13279,1604,258.02,25.66,old
5437,Cameroon,Yams,1998,79360,1604,258.02,25.66,old
5438,Cameroon,Cassava,1999,136594,1604,653,24.97,old
5439,Cameroon,Maize,1999,25907,1604,653,24.97,old
5440,Cameroon,Plantains and others,1999,61102,1604,653,24.97,old
5441,Cameroon,Potatoes,1999,60031,1604,653,24.97,old
5442,Cameroon,"Rice, paddy",1999,33095,1604,653,24.97,old
5443,Cameroon,Sorghum,1999,11239,1604,653,24.97,old
5444,Cameroon,Soybeans,1999,6373,1604,653,24.97,old
5445,Cameroon,Sweet potatoes,1999,65895,1604,653,24.97,old
5446,Cameroon,Wheat,1999,13294,1604,653,24.97,old
5447,Cameroon,Yams,1999,93209,1604,653,24.97,old
5448,Cameroon,Cassava,2000,132992,1604,545,24.88,old
5449,Cameroon,Maize,2000,24615,1604,545,24.88,old
5450,Cameroon,Plantains and others,2000,61323,1604,545,24.88,old
5451,Cameroon,Potatoes,2000,59044,1604,545,24.88,old
