,Index,Area,Item,Year,yield_value,avg_rainfall,pest_tonnes,avg_temp,year_range
1863,1863,Austria,Soybeans,2012,28051.0,1110,3563.3,9.42,new
1864,1864,Austria,Wheat,2012,41388.0,1110,3563.3,9.42,new
1865,1865,Austria,Maize,2013,81173.0,1110,3108.6,10.03,new
1866,1866,Austria,Potatoes,2013,39530.0,1110,3108.6,10.03,new
1867,1867,Austria,Sorghum,2013,52447.0,1110,3108.6,10.03,new
1868,1868,Austria,Soybeans,2013,19697.0,1110,3108.6,10.03,new
1869,1869,Austria,Wheat,2013,53743.0,1110,3108.6,10.03,new
1870,1870,Azerbaijan,Maize,1992,18740.0,447,148.68,10.93,old
1871,1871,Azerbaijan,Potatoes,1992,82701.0,447,148.68,10.93,old
1872,1872,Azerbaijan,"Rice, paddy",1992,7292.0,447,148.68,10.93,old
1873,1873,Azerbaijan,Sorghum,1992,578.0,447,148.68,10.93,old
1874,1874,Azerbaijan,Soybeans,1992,1141.0,447,148.68,10.93,old
1875,1875,Azerbaijan,Wheat,1992,21705.0,447,148.68,10.93,old
1876,1876,Azerbaijan,Maize,1993,13918.0,447,148.68,10.53,old
1877,1877,Azerbaijan,Potatoes,1993,78059.0,447,148.68,10.53,old
1878,1878,Azerbaijan,"Rice, paddy",1993,9461.0,447,148.68,10.53,old
1879,1879,Azerbaijan,Sorghum,1993,1659.0,447,148.68,10.53,old
1880,1880,Azerbaijan,Soybeans,1993,811.0,447,148.68,10.53,old
1881,1881,Azerbaijan,Wheat,1993,16855.0,447,148.68,10.53,old
1882,1882,Azerbaijan,Maize,1994,14619.0,447,148.68,11.32,old
1883,1883,Azerbaijan,Potatoes,1994,82623.0,447,148.68,11.32,old
1884,1884,Azerbaijan,"Rice, paddy",1994,10059.0,447,148.68,11.32,old
1885,1885,Azerbaijan,Sorghum,1994,2323.0,447,148.68,11.32,old
1886,1886,Azerbaijan,Soybeans,1994,1905.0,447,148.68,11.32,old
1887,1887,Azerbaijan,Wheat,1994,16296.0,447,148.68,11.32,old
1888,1888,Azerbaijan,Maize,1995,11810.0,447,148.68,12.81,old
1889,1889,Azerbaijan,Potatoes,1995,97450.0,447,148.68,12.81,old
1890,1890,Azerbaijan,"Rice, paddy",1995,19890.0,447,148.68,12.81,old
1891,1891,Azerbaijan,Sorghum,1995,1317.0,447,148.68,12.81,old
1892,1892,Azerbaijan,Soybeans,1995,10000.0,447,148.68,12.81,old
1893,1893,Azerbaijan,Wheat,1995,14940.0,447,148.68,12.81,old
1894,1894,Azerbaijan,Maize,1996,17369.0,447,148.68,11.96,old
1895,1895,Azerbaijan,Potatoes,1996,101359.0,447,148.68,11.96,old
1896,1896,Azerbaijan,"Rice, paddy",1996,36917.0,447,148.68,11.96,old
1897,1897,Azerbaijan,Sorghum,1996,1389.0,447,148.68,11.96,old
1898,1898,Azerbaijan,Soybeans,1996,9363.0,447,148.68,11.96,old
1899,1899,Azerbaijan,Wheat,1996,16627.0,447,148.68,11.96,old
1900,1900,Azerbaijan,Maize,1997,24340.0,447,148.68,11.89,old
1901,1901,Azerbaijan,Potatoes,1997,82711.0,447,148.68,11.89,old
1902,1902,Azerbaijan,"Rice, paddy",1997,46082.0,447,148.68,11.89,old
1903,1903,Azerbaijan,Sorghum,1997,833.0,447,148.68,11.89,old
1904,1904,Azerbaijan,Soybeans,1997,10667.0,447,148.68,11.89,old
1905,1905,Azerbaijan,Wheat,1997,16914.0,447,148.68,11.89,old
1906,1906,Azerbaijan,Maize,1998,29541.0,447,148.68,12.79,old
1907,1907,Azerbaijan,Potatoes,1998,95259.0,447,148.68,12.79,old
1908,1908,Azerbaijan,"Rice, paddy",1998,48046.0,447,148.68,12.79,old
1909,1909,Azerbaijan,Sorghum,1998,857.0,447,148.68,12.79,old
1910,1910,Azerbaijan,Soybeans,1998,11111.0,447,148.68,12.79,old
1911,1911,Azerbaijan,Wheat,1998,15764.0,447,148.68,12.79,old
1912,1912,Azerbaijan,Maize,1999,35343.0,447,148.68,12.74,old
1913,1913,Azerbaijan,Potatoes,1999,95214.0,447,148.68,12.74,old
1914,1914,Azerbaijan,"Rice, paddy",1999,44415.0,447,148.68,12.74,old
1915,1915,Azerbaijan,Soybeans,1999,12000.0,447,148.68,12.74,old
1916,1916,Azerbaijan,Wheat,1999,19992.0,447,148.68,12.74,old
1917,1917,Azerbaijan,Maize,2000,32484.0,447,148.68,12.61,old
1918,1918,Azerbaijan,Potatoes,2000,89357.0,447,148.68,12.61,old
1919,1919,Azerbaijan,"Rice, paddy",2000,50191.0,447,148.68,12.61,old
1920,1920,Azerbaijan,Sorghum,2000,2434.0,447,148.68,12.61,old
1921,1921,Azerbaijan,Soybeans,2000,11940.0,447,148.68,12.61,old
1922,1922,Azerbaijan,Wheat,2000,23223.0,447,148.68,12.61,old
1923,1923,Azerbaijan,Maize,2001,37823.0,447,148.68,12.97,medium
1924,1924,Azerbaijan,Potatoes,2001,109774.0,447,148.68,12.97,medium
1925,1925,Azerbaijan,"Rice, paddy",2001,48495.0,447,148.68,12.97,medium
1926,1926,Azerbaijan,Soybeans,2001,12222.0,447,148.68,12.97,medium
1927,1927,Azerbaijan,Wheat,2001,26154.0,447,148.68,12.97,medium
1928,1928,Azerbaijan,Maize,2002,43463.0,447,148.68,12.45,medium
1929,1929,Azerbaijan,Potatoes,2002,121132.0,447,148.68,12.45,medium
1930,1930,Azerbaijan,"Rice, paddy",2002,46532.0,447,148.68,12.45,medium
1931,1931,Azerbaijan,Wheat,2002,26028.0,447,148.68,12.45,medium
1932,1932,Azerbaijan,Maize,2004,46071.0,447,148.68,12.76,medium
1933,1933,Azerbaijan,Potatoes,2004,141416.0,447,148.68,12.76,medium
1934,1934,Azerbaijan,"Rice, paddy",2004,39810.0,447,148.68,12.76,medium
1935,1935,Azerbaijan,Soybeans,2004,17568.0,447,148.68,12.76,medium
1936,1936,Azerbaijan,Wheat,2004,25748.0,447,148.68,12.76,medium
1937,1937,Azerbaijan,Maize,2005,47703.0,447,148.68,12.88,medium
1938,1938,Azerbaijan,Potatoes,2005,153215.0,447,148.68,12.88,medium
1939,1939,Azerbaijan,"Rice, paddy",2005,35903.0,447,148.68,12.88,medium
1940,1940,Azerbaijan,Soybeans,2005,5789.0,447,148.68,12.88,medium
1941,1941,Azerbaijan,Wheat,2005,25818.0,447,148.68,12.88,medium
1942,1942,Azerbaijan,Maize,2006,45777.0,447,148.68,12.66,medium
1943,1943,Azerbaijan,Potatoes,2006,149497.0,447,148.68,12.66,medium
1944,1944,Azerbaijan,"Rice, paddy",2006,42375.0,447,148.68,12.66,medium
1945,1945,Azerbaijan,Sorghum,2006,10000.0,447,148.68,12.66,medium
1946,1946,Azerbaijan,Soybeans,2006,4906.0,447,148.68,12.66,medium
1947,1947,Azerbaijan,Wheat,2006,26050.0,447,148.68,12.66,medium
1948,1948,Azerbaijan,Maize,2007,46175.0,447,148.68,12.75,medium
1949,1949,Azerbaijan,Potatoes,2007,154570.0,447,148.68,12.75,medium
1950,1950,Azerbaijan,"Rice, paddy",2007,33886.0,447,148.68,12.75,medium
1951,1951,Azerbaijan,Soybeans,2007,4000.0,447,148.68,12.75,medium
1952,1952,Azerbaijan,Wheat,2007,26722.0,447,148.68,12.75,medium
1953,1953,Azerbaijan,Maize,2008,47784.0,447,262.99,12.3,medium
1954,1954,Azerbaijan,Potatoes,2008,156430.0,447,262.99,12.3,medium
1955,1955,Azerbaijan,"Rice, paddy",2008,27973.0,447,262.99,12.3,medium
1956,1956,Azerbaijan,Sorghum,2008,12000.0,447,262.99,12.3,medium
1957,1957,Azerbaijan,Soybeans,2008,5000.0,447,262.99,12.3,medium
1958,1958,Azerbaijan,Wheat,2008,27251.0,447,262.99,12.3,medium
1959,1959,Azerbaijan,Maize,2009,47990.0,447,316.18,12.6,medium
1960,1960,Azerbaijan,Potatoes,2009,149950.0,447,316.18,12.6,medium
1961,1961,Azerbaijan,"Rice, paddy",2009,25279.0,447,316.18,12.6,medium
1962,1962,Azerbaijan,Soybeans,2009,6677.0,447,316.18,12.6,medium
1963,1963,Azerbaijan,Wheat,2009,25946.0,447,316.18,12.6,medium
1964,1964,Azerbaijan,Maize,2010,45551.0,447,333.85,13.85,medium
1965,1965,Azerbaijan,Potatoes,2010,144945.0,447,333.85,13.85,medium
1966,1966,Azerbaijan,"Rice, paddy",2010,23963.0,447,333.85,13.85,medium
1967,1967,Azerbaijan,Soybeans,2010,7136.0,447,333.85,13.85,medium
1968,1968,Azerbaijan,Wheat,2010,19381.0,447,333.85,13.85,medium
1969,1969,Azerbaijan,Maize,2011,45460.0,447,461.84,11.79,new
1970,1970,Azerbaijan,Potatoes,2011,143973.0,447,461.84,11.79,new
1971,1971,Azerbaijan,"Rice, paddy",2011,20947.0,447,461.84,11.79,new
1972,1972,Azerbaijan,Soybeans,2011,6717.0,447,461.84,11.79,new
1973,1973,Azerbaijan,Wheat,2011,24376.0,447,461.84,11.79,new
1974,1974,Azerbaijan,Maize,2012,51029.0,447,516.35,13.0,new
1975,1975,Azerbaijan,Potatoes,2012,146740.0,447,516.35,13.0,new
1976,1976,Azerbaijan,"Rice, paddy",2012,22249.0,447,516.35,13.0,new
1977,1977,Azerbaijan,Sorghum,2012,1500.0,447,516.35,13.0,new
1978,1978,Azerbaijan,Soybeans,2012,6587.0,447,516.35,13.0,new
1979,1979,Azerbaijan,Wheat,2012,26144.0,447,516.35,13.0,new
1980,1980,Azerbaijan,Maize,2013,53903.0,447,489.8,14.12,new
1981,1981,Azerbaijan,Potatoes,2013,151999.0,447,489.8,14.12,new
1982,1982,Azerbaijan,"Rice, paddy",2013,22808.0,447,489.8,14.12,new
1983,1983,Azerbaijan,Sorghum,2013,5000.0,447,489.8,14.12,new
1984,1984,Azerbaijan,Soybeans,2013,6457.0,447,489.8,14.12,new
1985,1985,Azerbaijan,Wheat,2013,26719.0,447,489.8,14.12,new
1986,1986,Bahamas,Cassava,1992,95859.0,1292,484.59,25.1,old
1987,1987,Bahamas,Maize,1992,16667.0,1292,484.59,25.1,old
1988,1988,Bahamas,Sweet potatoes,1992,31586.0,1292,484.59,25.1,old
1989,1989,Bahamas,Cassava,1993,90909.0,1292,484.59,25.26,old
1990,1990,Bahamas,Maize,1993,16000.0,1292,484.59,25.26,old
1991,1991,Bahamas,Sweet potatoes,1993,31571.0,1292,484.59,25.26,old
1992,1992,Bahamas,Cassava,1994,80000.0,1292,484.59,25.73,old
1993,1993,Bahamas,Maize,1994,17931.0,1292,484.59,25.73,old
1994,1994,Bahamas,Sweet potatoes,1994,31254.0,1292,484.59,25.73,old
1995,1995,Bahamas,Cassava,1995,77089.0,1292,484.59,25.44,old
1996,1996,Bahamas,Maize,1995,17931.0,1292,484.59,25.44,old
1997,1997,Bahamas,Sweet potatoes,1995,30714.0,1292,484.59,25.44,old
1998,1998,Bahamas,Cassava,1996,75783.0,1292,484.59,25.06,old
1999,1999,Bahamas,Maize,1996,17931.0,1292,484.59,25.06,old
2000,2000,Bahamas,Sweet potatoes,1996,31324.0,1292,484.59,25.06,old
2001,2001,Bahamas,Cassava,1997,75317.0,1292,484.59,25.81,old
2002,2002,Bahamas,Maize,1997,17400.0,1292,484.59,25.81,old
2003,2003,Bahamas,Sweet potatoes,1997,30800.0,1292,484.59,25.81,old
2004,2004,Bahamas,Cassava,1998,75000.0,1292,484.59,25.94,old
2005,2005,Bahamas,Maize,1998,19842.0,1292,484.59,25.94,old
2006,2006,Bahamas,Sweet potatoes,1998,31724.0,1292,484.59,25.94,old
2007,2007,Bahamas,Cassava,1999,80000.0,1292,484.59,25.31,old
2008,2008,Bahamas,Maize,1999,21657.0,1292,484.59,25.31,old
2009,2009,Bahamas,Sweet potatoes,1999,38088.0,1292,484.59,25.31,old
2010,2010,Bahamas,Cassava,2000,100000.0,1292,484.59,25.16,old
2011,2011,Bahamas,Maize,2000,24762.0,1292,484.59,25.16,old
2012,2012,Bahamas,Sweet potatoes,2000,35304.0,1292,484.59,25.16,old
2013,2013,Bahamas,Cassava,2001,102308.0,1292,375.89,25.23,medium
2014,2014,Bahamas,Maize,2001,30000.0,1292,375.89,25.23,medium
2015,2015,Bahamas,Sweet potatoes,2001,30556.0,1292,375.89,25.23,medium
2016,2016,Bahamas,Cassava,2002,100000.0,1292,384.23,25.79,medium
2017,2017,Bahamas,Maize,2002,30500.0,1292,384.23,25.79,medium
2018,2018,Bahamas,Sweet potatoes,2002,34792.0,1292,384.23,25.79,medium
2019,2019,Bahamas,Cassava,2004,103333.0,1292,269.66,25.46,medium
2020,2020,Bahamas,Maize,2004,35500.0,1292,269.66,25.46,medium
2021,2021,Bahamas,Sweet potatoes,2004,33846.0,1292,269.66,25.46,medium
2022,2022,Bahamas,Cassava,2005,106816.0,1292,315.74,25.43,medium
2023,2023,Bahamas,Maize,2005,36000.0,1292,315.74,25.43,medium
2024,2024,Bahamas,Sweet potatoes,2005,34323.0,1292,315.74,25.43,medium
2025,2025,Bahamas,Cassava,2006,106250.0,1292,268.2,25.34,medium
2026,2026,Bahamas,Maize,2006,38000.0,1292,268.2,25.34,medium
2027,2027,Bahamas,Sweet potatoes,2006,34519.0,1292,268.2,25.34,medium
2028,2028,Bahamas,Cassava,2007,105556.0,1292,268.2,25.71,medium
2029,2029,Bahamas,Maize,2007,40000.0,1292,268.2,25.71,medium
2030,2030,Bahamas,Sweet potatoes,2007,34364.0,1292,268.2,25.71,medium
2031,2031,Bahamas,Cassava,2008,139562.0,1292,268.2,25.63,medium
2032,2032,Bahamas,Maize,2008,47619.0,1292,268.2,25.63,medium
2033,2033,Bahamas,Sweet potatoes,2008,34462.0,1292,268.2,25.63,medium
2034,2034,Bahamas,Cassava,2009,180917.0,1292,268.2,25.46,medium
2035,2035,Bahamas,Maize,2009,60000.0,1292,268.2,25.46,medium
2036,2036,Bahamas,Sweet potatoes,2009,34560.0,1292,268.2,25.46,medium
2037,2037,Bahamas,Cassava,2010,221795.0,1292,268.2,24.77,medium
2038,2038,Bahamas,Maize,2010,75333.0,1292,268.2,24.77,medium
2039,2039,Bahamas,Plantains and others,2010,79048.0,1292,268.2,24.77,medium
2040,2040,Bahamas,Sweet potatoes,2010,34658.0,1292,268.2,24.77,medium
2041,2041,Bahamas,Cassava,2011,225128.0,1292,268.2,25.76,new
2042,2042,Bahamas,Maize,2011,73085.0,1292,268.2,25.76,new
2043,2043,Bahamas,Plantains and others,2011,78182.0,1292,268.2,25.76,new
2044,2044,Bahamas,Sweet potatoes,2011,34757.0,1292,268.2,25.76,new
2045,2045,Bahamas,Cassava,2012,223000.0,1292,268.2,25.46,new
2046,2046,Bahamas,Maize,2012,73404.0,1292,268.2,25.46,new
2047,2047,Bahamas,Plantains and others,2012,77391.0,1292,268.2,25.46,new
2048,2048,Bahamas,Sweet potatoes,2012,34855.0,1292,268.2,25.46,new
2049,2049,Bahamas,Cassava,2013,221509.0,1292,268.2,25.88,new
2050,2050,Bahamas,Maize,2013,74465.0,1292,268.2,25.88,new
2051,2051,Bahamas,Plantains and others,2013,76928.0,1292,268.2,25.88,new
2052,2052,Bahamas,Sweet potatoes,2013,34953.0,1292,268.2,25.88,new
2053,2053,Bahrain,Potatoes,1990,186667.0,83,14.05,26.26,old
2054,2054,Bahrain,Sweet potatoes,1990,116667.0,83,14.05,26.26,old
2055,2055,Bahrain,Potatoes,1991,206667.0,83,14.05,25.73,old
2056,2056,Bahrain,Sweet potatoes,1991,120000.0,83,14.05,25.73,old
2057,2057,Bahrain,Potatoes,1992,188000.0,83,14.05,25.09,old
2058,2058,Bahrain,Sweet potatoes,1992,112500.0,83,14.05,25.09,old
2059,2059,Bahrain,Potatoes,1993,162857.0,83,14.05,26.09,old
2060,2060,Bahrain,Sweet potatoes,1993,116667.0,83,14.05,26.09,old
2061,2061,Bahrain,Potatoes,1994,147500.0,83,30.86,26.66,old
2062,2062,Bahrain,Sweet potatoes,1994,125000.0,83,30.86,26.66,old
2063,2063,Bahrain,Potatoes,1995,166667.0,83,12.46,26.18,old
2064,2064,Bahrain,Sweet potatoes,1995,120000.0,83,12.46,26.18,old
2065,2065,Bahrain,Potatoes,1996,125000.0,83,12.16,26.76,old
2066,2066,Bahrain,Potatoes,1997,160000.0,83,9.42,26.11,old
2067,2067,Bahrain,Potatoes,1998,160000.0,83,11.15,27.54,old
2068,2068,Bahrain,Potatoes,1999,100000.0,83,12.5,27.67,old
2069,2069,Bahrain,Potatoes,2000,103333.0,83,8.65,26.99,old
2070,2070,Bahrain,Potatoes,2001,110000.0,83,9.2,27.36,medium
2071,2071,Bahrain,Potatoes,2002,190000.0,83,0.91,27.19,medium
2072,2072,Bahrain,Potatoes,2004,180000.0,83,12.24,27.07,medium
2073,2073,Bahrain,Potatoes,2005,100000.0,83,12.75,26.89,medium
2074,2074,Bahrain,Potatoes,2006,130000.0,83,12.12,27.15,medium
2075,2075,Bahrain,Potatoes,2007,39530.0,83,16.25,27.13,medium
2076,2076,Bahrain,Potatoes,2008,210000.0,83,10.45,26.96,medium
2077,2077,Bahrain,Potatoes,2009,166667.0,83,12.59,27.24,medium
2078,2078,Bahrain,Potatoes,2010,155598.0,83,9.84,28.0,medium
2079,2079,Bahrain,Potatoes,2011,171162.0,83,9.14,27.01,new
2080,2080,Bahrain,Potatoes,2012,177812.0,83,9.14,27.45,new
2081,2081,Bahrain,Potatoes,2013,179569.0,83,9.14,27.86,new
2082,2082,Bangladesh,Maize,1990,10015.0,2666,1266.0,25.98,old
2083,2084,Bangladesh,Potatoes,1990,91410.0,2666,1266.0,25.98,old
2084,2086,Bangladesh,"Rice, paddy",1990,25661.0,2666,1266.0,25.98,old
2085,2088,Bangladesh,Sorghum,1990,8103.0,2666,1266.0,25.98,old
2086,2090,Bangladesh,Sweet potatoes,1990,98316.0,2666,1266.0,25.98,old
2087,2092,Bangladesh,Wheat,1990,15034.0,2666,1266.0,25.98,old
2088,2094,Bangladesh,Maize,1991,9781.0,2666,1287.0,25.85,old
2089,2096,Bangladesh,Potatoes,1991,99868.0,2666,1287.0,25.85,old
2090,2098,Bangladesh,"Rice, paddy",1991,26592.0,2666,1287.0,25.85,old
2091,2100,Bangladesh,Sorghum,1991,8376.0,2666,1287.0,25.85,old
2092,2102,Bangladesh,Sweet potatoes,1991,96481.0,2666,1287.0,25.85,old
2093,2104,Bangladesh,Wheat,1991,16767.0,2666,1287.0,25.85,old
2094,2106,Bangladesh,Maize,1992,9319.0,2666,1453.0,25.86,old
2095,2108,Bangladesh,Potatoes,1992,107931.0,2666,1453.0,25.86,old
2096,2110,Bangladesh,"Rice, paddy",1992,26893.0,2666,1453.0,25.86,old
2097,2112,Bangladesh,Sorghum,1992,8988.0,2666,1453.0,25.86,old
2098,2114,Bangladesh,Sweet potatoes,1992,96477.0,2666,1453.0,25.86,old
2099,2116,Bangladesh,Wheat,1992,18534.0,2666,1453.0,25.86,old
2100,2118,Bangladesh,Maize,1993,9351.0,2666,1487.0,25.73,old
2101,2120,Bangladesh,Potatoes,1993,106787.0,2666,1487.0,25.73,old
2102,2122,Bangladesh,"Rice, paddy",1993,27185.0,2666,1487.0,25.73,old
2103,2124,Bangladesh,Sorghum,1993,8948.0,2666,1487.0,25.73,old
2104,2126,Bangladesh,Sweet potatoes,1993,95714.0,2666,1487.0,25.73,old
2105,2128,Bangladesh,Wheat,1993,18457.0,2666,1487.0,25.73,old
2106,2130,Bangladesh,Maize,1994,9042.0,2666,1594.5,25.91,old
2107,2132,Bangladesh,Potatoes,1994,109570.0,2666,1594.5,25.91,old
2108,2134,Bangladesh,"Rice, paddy",1994,25328.0,2666,1594.5,25.91,old
2109,2136,Bangladesh,Sorghum,1994,9892.0,2666,1594.5,25.91,old
2110,2138,Bangladesh,Sweet potatoes,1994,95373.0,2666,1594.5,25.91,old
2111,2140,Bangladesh,Wheat,1994,18390.0,2666,1594.5,25.91,old
2112,2142,Bangladesh,Maize,1995,10700.0,2666,1702.0,26.09,old
2113,2144,Bangladesh,Potatoes,1995,111665.0,2666,1702.0,26.09,old
2114,2146,Bangladesh,"Rice, paddy",1995,26527.0,2666,1702.0,26.09,old
2115,2148,Bangladesh,Sorghum,1995,9804.0,2666,1702.0,26.09,old
2116,2150,Bangladesh,Sweet potatoes,1995,95186.0,2666,1702.0,26.09,old
2117,2152,Bangladesh,Wheat,1995,19483.0,2666,1702.0,26.09,old
2118,2154,Bangladesh,Maize,1996,10166.0,2666,1919.0,26.15,old
2119,2156,Bangladesh,Potatoes,1996,112741.0,2666,1919.0,26.15,old
2120,2158,Bangladesh,"Rice, paddy",1996,27629.0,2666,1919.0,26.15,old
2121,2160,Bangladesh,Sorghum,1996,9959.0,2666,1919.0,26.15,old
2122,2162,Bangladesh,Sweet potatoes,1996,96081.0,2666,1919.0,26.15,old
2123,2164,Bangladesh,Wheat,1996,19531.0,2666,1919.0,26.15,old
2124,2166,Bangladesh,Maize,1997,10914.0,2666,2035.0,25.55,old
2125,2168,Bangladesh,Potatoes,1997,112551.0,2666,2035.0,25.55,old
2126,2170,Bangladesh,"Rice, paddy",1997,27431.0,2666,2035.0,25.55,old
2127,2172,Bangladesh,Sorghum,1997,10297.0,2666,2035.0,25.55,old
2128,2174,Bangladesh,Sweet potatoes,1997,93946.0,2666,2035.0,25.55,old
2129,2176,Bangladesh,Wheat,1997,20544.0,2666,2035.0,25.55,old
2130,2178,Bangladesh,Maize,1998,7339.0,2666,2068.0,26.13,old
2131,2180,Bangladesh,Potatoes,1998,113972.0,2666,2068.0,26.13,old
2132,2182,Bangladesh,"Rice, paddy",1998,29358.0,2666,2068.0,26.13,old
2133,2184,Bangladesh,Sorghum,1998,7901.0,2666,2068.0,26.13,old
2134,2186,Bangladesh,Sweet potatoes,1998,95325.0,2666,2068.0,26.13,old
2135,2188,Bangladesh,Wheat,1998,22408.0,2666,2068.0,26.13,old
2136,2190,Bangladesh,Maize,1999,12346.0,2666,2532.0,26.31,old
2137,2192,Bangladesh,Potatoes,1999,112810.0,2666,2532.0,26.31,old
2138,2194,Bangladesh,"Rice, paddy",1999,32139.0,2666,2532.0,26.31,old
2139,2196,Bangladesh,Sorghum,1999,12346.0,2666,2532.0,26.31,old
2140,2198,Bangladesh,Sweet potatoes,1999,92786.0,2666,2532.0,26.31,old
2141,2200,Bangladesh,Wheat,1999,21627.0,2666,2532.0,26.31,old
2142,2202,Bangladesh,Maize,2000,20597.0,2666,3170.0,25.91,old
2143,2204,Bangladesh,Potatoes,2000,120591.0,2666,3170.0,25.91,old
2144,2206,Bangladesh,"Rice, paddy",2000,34836.0,2666,3170.0,25.91,old
2145,2208,Bangladesh,Sorghum,2000,12346.0,2666,3170.0,25.91,old
2146,2210,Bangladesh,Sweet potatoes,2000,92479.0,2666,3170.0,25.91,old
2147,2212,Bangladesh,Wheat,2000,22104.0,2666,3170.0,25.91,old
2148,2214,Bangladesh,Maize,2001,32216.0,2666,3295.78,25.93,medium
2149,2216,Bangladesh,Potatoes,2001,129163.0,2666,3295.78,25.93,medium
2150,2218,Bangladesh,"Rice, paddy",2001,34020.0,2666,3295.78,25.93,medium
2151,2220,Bangladesh,Sorghum,2001,12346.0,2666,3295.78,25.93,medium
2152,2222,Bangladesh,Sweet potatoes,2001,90907.0,2666,3295.78,25.93,medium
2153,2224,Bangladesh,Wheat,2001,21643.0,2666,3295.78,25.93,medium
2154,2226,Bangladesh,Maize,2002,40349.0,2666,2954.29,26.1,medium
2155,2228,Bangladesh,Potatoes,2002,126010.0,2666,2954.29,26.1,medium
2156,2230,Bangladesh,"Rice, paddy",2002,34902.0,2666,2954.29,26.1,medium
2157,2232,Bangladesh,Sorghum,2002,12361.0,2666,2954.29,26.1,medium
2158,2234,Bangladesh,Sweet potatoes,2002,90919.0,2666,2954.29,26.1,medium
2159,2236,Bangladesh,Wheat,2002,21644.0,2666,2954.29,26.1,medium
2160,2238,Bangladesh,Maize,2004,48243.0,2666,5587.81,26.14,medium
2161,2240,Bangladesh,Potatoes,2004,144313.0,2666,5587.81,26.14,medium
2162,2242,Bangladesh,"Rice, paddy",2004,35359.0,2666,5587.81,26.14,medium
2163,2244,Bangladesh,Sorghum,2004,11633.0,2666,5587.81,26.14,medium
2164,2246,Bangladesh,Sweet potatoes,2004,89459.0,2666,5587.81,26.14,medium
2165,2248,Bangladesh,Wheat,2004,19527.0,2666,5587.81,26.14,medium
2166,2250,Bangladesh,Maize,2005,53311.0,2666,7605.01,26.19,medium
2167,2252,Bangladesh,Potatoes,2005,148805.0,2666,7605.01,26.19,medium
2168,2254,Bangladesh,"Rice, paddy",2005,37814.0,2666,7605.01,26.19,medium
2169,2256,Bangladesh,Sorghum,2005,13214.0,2666,7605.01,26.19,medium
2170,2258,Bangladesh,Soybeans,2005,14148.0,2666,7605.01,26.19,medium
2171,2260,Bangladesh,Sweet potatoes,2005,88704.0,2666,7605.01,26.19,medium
2172,2262,Bangladesh,Wheat,2005,17478.0,2666,7605.01,26.19,medium
2173,2264,Bangladesh,Maize,2006,52998.0,2666,9074.43,26.44,medium
2174,2266,Bangladesh,Potatoes,2006,143848.0,2666,9074.43,26.44,medium
2175,2268,Bangladesh,"Rice, paddy",2006,38541.0,2666,9074.43,26.44,medium
2176,2270,Bangladesh,Sorghum,2006,13587.0,2666,9074.43,26.44,medium
2177,2272,Bangladesh,Soybeans,2006,15144.0,2666,9074.43,26.44,medium
2178,2274,Bangladesh,Sweet potatoes,2006,90254.0,2666,9074.43,26.44,medium
2179,2276,Bangladesh,Wheat,2006,15344.0,2666,9074.43,26.44,medium
2180,2278,Bangladesh,Maize,2007,59812.0,2666,10962.31,25.95,medium
2181,2280,Bangladesh,Potatoes,2007,149768.0,2666,10962.31,25.95,medium
2182,2282,Bangladesh,"Rice, paddy",2007,40833.0,2666,10962.31,25.95,medium
2183,2284,Bangladesh,Sorghum,2007,13462.0,2666,10962.31,25.95,medium
2184,2286,Bangladesh,Soybeans,2007,14717.0,2666,10962.31,25.95,medium
2185,2288,Bangladesh,Sweet potatoes,2007,90479.0,2666,10962.31,25.95,medium
2186,2290,Bangladesh,Wheat,2007,18471.0,2666,10962.31,25.95,medium
2187,2292,Bangladesh,Maize,2008,60172.0,2666,12936.5,26.0,medium
2188,2294,Bangladesh,Potatoes,2008,165373.0,2666,12936.5,26.0,medium
2189,2296,Bangladesh,"Rice, paddy",2008,41441.0,2666,12936.5,26.0,medium
2190,2298,Bangladesh,Sorghum,2008,21505.0,2666,12936.5,26.0,medium
2191,2300,Bangladesh,Soybeans,2008,15026.0,2666,12936.5,26.0,medium
2192,2302,Bangladesh,Sweet potatoes,2008,97290.0,2666,12936.5,26.0,medium
2193,2304,Bangladesh,Wheat,2008,21753.0,2666,12936.5,26.0,medium
2194,2306,Bangladesh,Maize,2009,56831.0,2666,13790.09,26.54,medium
2195,2308,Bangladesh,Potatoes,2009,133367.0,2666,13790.09,26.54,medium
2196,2310,Bangladesh,"Rice, paddy",2009,42404.0,2666,13790.09,26.54,medium
2197,2312,Bangladesh,Sorghum,2009,13300.0,2666,13790.09,26.54,medium
2198,2314,Bangladesh,Soybeans,2009,14660.0,2666,13790.09,26.54,medium
2199,2316,Bangladesh,Sweet potatoes,2009,96232.0,2666,13790.09,26.54,medium
2200,2318,Bangladesh,Wheat,2009,21516.0,2666,13790.09,26.54,medium
2201,2320,Bangladesh,Maize,2010,58378.0,2666,13283.72,26.65,medium
2202,2322,Bangladesh,Potatoes,2010,182299.0,2666,13283.72,26.65,medium
2203,2324,Bangladesh,"Rice, paddy",2010,43422.0,2666,13283.72,26.65,medium
2204,2326,Bangladesh,Sorghum,2010,12806.0,2666,13283.72,26.65,medium
2205,2328,Bangladesh,Soybeans,2010,17090.0,2666,13283.72,26.65,medium
